roi,i2c2_m,i2c2_r,i2c2_diff,i2c2_p,i2c2_m_better,discr_m,discr_r,discr_diff,discr_p,discr_m_better,finger_m,finger_r,finger_diff,finger_p,finger_m_better
108,0.307051528,0.366392724,-0.059341196,0.935127484,0,0.891893901,0.895417307,-0.003523406,0.989002522,0,0.394495413,0.550458716,-0.155963303,0.062396341,0
109,0.287467426,0.298807989,-0.011340563,1,0,0.841664533,0.837081634,0.004582899,0.989002522,0,0.23853211,0.385321101,-0.146788991,0.051486792,0
110,0.302699895,0.355120811,-0.052420916,0.963577438,0,0.581306537,0.595867469,-0.014560932,0.867553775,0,0,0,0,1,0
111,0.225374577,0.27685286,-0.051478283,0.95294041,0,0.848587643,0.854358679,-0.005771036,0.989002522,0,0.275229358,0.293577982,-0.018348624,0.989002522,0
112,0.220177274,0.237347722,-0.017170448,0.989002522,0,0.681046254,0.692342977,-0.011296723,0.932280315,0,0.018348624,0.04587156,-0.027522936,0.620872554,0
113,0.244933712,0.324326813,-0.079393101,0.880513953,0,0.811027906,0.808627752,0.002400154,1,0,0.155963303,0.220183486,-0.064220183,0.57970197,0
114,0.234194021,0.344968195,-0.110774174,0.833546488,0,0.759483274,0.765672783,-0.006189509,0.989002522,0,0.119266055,0.137614679,-0.018348624,0.989002522,0
115,0.269643543,0.36857041,-0.098926866,0.846794286,0,0.790482591,0.780668629,0.009813961,0.975881336,0,0.091743119,0.137614679,-0.04587156,0.763444991,0
116,0.306230541,0.366748567,-0.060518026,0.950615706,0,0.869446568,0.842133897,0.027312672,0.750153516,0,0.302752294,0.311926606,-0.009174312,0.989002522,0
117,0.29448503,0.339522124,-0.045037095,0.989002522,0,0.916026626,0.860728848,0.055297778,0.151954206,0,0.394495413,0.458715596,-0.064220183,0.75240699,0
118,0.2144167,0.388797271,-0.174380572,0.767261278,0,0.64588667,0.658766565,-0.012879895,0.895367283,0,0.009174312,0.036697248,-0.027522936,0.303747292,0
119,0.362720015,0.367857996,-0.005137981,1,0,0.715245776,0.722254077,-0.007008302,0.975881336,0,0.009174312,0.091743119,-0.082568807,0.119057592,0
120,0.310971688,0.349972239,-0.039000552,0.989002522,0,0.66504844,0.672517414,-0.007468975,0.963577438,0,0,0.018348624,-0.018348624,0.349438,0
121,0.301983627,0.378944945,-0.076961318,0.920264276,0,0.811006571,0.783851512,0.027155059,0.775686667,0,0.119266055,0.23853211,-0.119266055,0.151954206,0
122,0.324457203,0.434033455,-0.109576253,0.942738693,0,0.71864866,0.667855929,0.050792731,0.088361143,0,0.04587156,0.018348624,0.027522936,0.559708763,0
123,0.221597645,0.374476828,-0.152879183,0.873078182,0,0.857490231,0.736527138,0.120963093,0,1,0.275229358,0.055045872,0.220183486,0,1
124,0.2771393,0.277444714,-0.000305414,1,0,0.764016897,0.693591056,0.070425841,0.076245882,0,0.055045872,0.036697248,0.018348624,0.880513953,0
125,0.329444591,0.347151849,-0.017707258,0.989002522,0,0.91765873,0.781639358,0.136019372,0,1,0.412844037,0.119266055,0.293577982,0,1
126,0.36487949,0.289582531,0.075296958,0.859185849,0,0.843930513,0.805130819,0.038799694,0.40932,0,0.155963303,0.28440367,-0.128440367,0.151954206,0
127,0.426626228,0.402150819,0.02447541,0.989002522,0,0.886775824,0.817076538,0.069699286,0.010061947,1,0.321100917,0.201834862,0.119266055,0.216216393,0
128,0.359374136,0.317847208,0.041526928,0.989002522,0,0.943100358,0.799248216,0.143852142,0,1,0.596330275,0.211009174,0.385321101,0,1
129,0.332951917,0.335032968,-0.002081052,1,0,0.936198583,0.833557348,0.102641236,0,1,0.504587156,0.256880734,0.247706422,0.002584091,1
130,0.374152239,0.33154674,0.042605498,0.960550472,0,0.937415053,0.874882659,0.062532394,0.017765625,1,0.495412844,0.403669725,0.091743119,0.418527607,0
131,0.207437886,0.364571063,-0.157133178,0.788044364,0,0.836010838,0.761627411,0.074383427,0.004787368,1,0.201834862,0.155963303,0.04587156,0.778343382,0
132,0.289063724,0.303754401,-0.014690678,0.989002522,0,0.855037377,0.830805172,0.024232205,0.750153516,0,0.28440367,0.293577982,-0.009174312,0.989002522,0
133,0.409858671,0.358896505,0.050962166,0.93234,0,0.913098879,0.88479018,0.028308699,0.56420403,0,0.394495413,0.403669725,-0.009174312,0.989002522,0
134,0.393655988,0.370690546,0.022965441,0.989002522,0,0.660953959,0.642732756,0.018221203,0.750153516,0,0.036697248,0.018348624,0.018348624,0.7210475,0
135,0.383755208,0.388898258,-0.00514305,1,0,0.834904859,0.70433019,0.130574669,0,1,0.165137615,0.04587156,0.119266055,0.039948649,1
136,0.464115819,0.370321847,0.093793972,0.839456716,0,0.901535423,0.812841355,0.088694068,0,1,0.23853211,0.23853211,0,1,0
137,0.542932713,0.466329495,0.076603218,0.756685549,0,0.973814985,0.918673547,0.055141437,0.008662857,1,0.669724771,0.550458716,0.119266055,0.196750435,0
138,0.417892535,0.344788319,0.073104216,0.934016818,0,0.94474176,0.831306537,0.113435223,0,1,0.577981651,0.330275229,0.247706422,0,1
139,0.508422174,0.35735935,0.151062824,0.579194554,0,0.951346415,0.842316514,0.109029901,0,1,0.577981651,0.348623853,0.229357798,0.002584091,1
140,0.510604146,0.375919346,0.1346848,0.533607937,0,0.965681278,0.882475365,0.083205912,0,1,0.614678899,0.47706422,0.137614679,0.1845713,0
141,0.377614267,0.375732253,0.001882014,1,0,0.94836264,0.869266055,0.079096585,0.010061947,1,0.577981651,0.467889908,0.110091743,0.302348315,0
142,0.506100243,0.393168066,0.112932177,0.644213272,0,0.946143391,0.870561502,0.075581889,0.010061947,1,0.550458716,0.47706422,0.073394495,0.7210475,0
143,0.436830175,0.420423574,0.016406602,0.989002522,0,0.965851172,0.906526079,0.059325093,0.029237143,1,0.743119266,0.605504587,0.137614679,0.126333333,0
144,0.39342213,0.41769179,-0.02426966,0.989002522,0,0.952110941,0.915764101,0.03634684,0.294586364,0,0.577981651,0.596330275,-0.018348624,0.989002522,0
145,0.41708746,0.463410675,-0.046323215,0.955353976,0,0.962612555,0.918758495,0.04385406,0.136214851,0,0.678899083,0.559633028,0.119266055,0.197867532,0
146,0.408339308,0.436059738,-0.02772043,0.989002522,0,0.959873004,0.888315494,0.071557509,0.011762069,1,0.660550459,0.504587156,0.155963303,0.093259551,0
147,0.268539822,0.404308698,-0.135768876,0.750153516,0,0.880149932,0.862810058,0.017339874,0.880513953,0,0.311926606,0.376146789,-0.064220183,0.759454894,0
148,0.453040534,0.386916614,0.06612392,0.846794286,0,0.963791199,0.934165817,0.029625382,0.306949823,0,0.623853211,0.633027523,-0.009174312,0.989002522,0
149,0.343021765,0.375366416,-0.032344651,0.960550472,0,0.956156558,0.937160211,0.018996347,0.74557377,0,0.71559633,0.660550459,0.055045872,0.74557377,0
150,0.363421771,0.420969521,-0.057547749,0.932280315,0,0.969768732,0.922634217,0.047134515,0.077129825,0,0.770642202,0.605504587,0.165137615,0.046377632,1
151,0.344903289,0.352101313,-0.007198024,1,0,0.959122717,0.915795957,0.043326761,0.179852727,0,0.660550459,0.633027523,0.027522936,0.941922264,0
152,0.398563194,0.278124212,0.120438982,0.698620569,0,0.870869436,0.813652074,0.057217362,0.12798392,0,0.266055046,0.293577982,-0.027522936,0.932280315,0
153,0.421663973,0.385763121,0.035900852,0.989002522,0,0.853901206,0.779221882,0.074679324,0.067124096,0,0.19266055,0.201834862,-0.009174312,0.989002522,0
154,0.483354903,0.266078886,0.217276016,0.2419536,0,0.900367397,0.740954088,0.159413309,0,1,0.311926606,0.128440367,0.183486239,0.015034711,1
155,0.323516688,0.293743424,0.029773264,0.989002522,0,0.868908944,0.82155658,0.047352364,0.302917164,0,0.247706422,0.23853211,0.009174312,0.989002522,0
156,0.402656364,0.340026674,0.06262969,0.922043228,0,0.933964067,0.78207672,0.151887348,0,1,0.357798165,0.19266055,0.165137615,0.051486792,0
157,0.366423757,0.352627184,0.013796573,0.998912488,0,0.920912272,0.829834443,0.091077829,0.002584091,1,0.458715596,0.28440367,0.174311927,0.027811511,1
158,0.29202832,0.372549033,-0.080520713,0.895367283,0,0.933358818,0.840512459,0.092846358,0.002584091,1,0.568807339,0.339449541,0.229357798,0.008662857,1
159,0.389551279,0.316831223,0.072720056,0.9238125,0,0.943057689,0.812926694,0.130130995,0,1,0.541284404,0.28440367,0.256880734,0.004787368,1
160,0.470712725,0.360854901,0.109857824,0.799238342,0,0.867142372,0.765424987,0.101717385,0.002584091,1,0.293577982,0.165137615,0.128440367,0.176520548,0
161,0.259209756,0.321248566,-0.06203881,0.945254074,0,0.920069551,0.866399083,0.053670469,0.182125792,0,0.47706422,0.376146789,0.100917431,0.418416,0
162,0.292556495,0.372837499,-0.080281004,0.873078182,0,0.897934801,0.884662759,0.013272042,0.895367283,0,0.412844037,0.366972477,0.04587156,0.869142331,0
163,0.44781838,0.37761255,0.07020583,0.923522449,0,0.912737853,0.782343697,0.130394156,0,1,0.467889908,0.146788991,0.321100917,0,1
164,0.239975997,0.23413364,0.005842357,1,0,0.515616999,0.50529859,0.01031841,0.917211715,0,0.018348624,0.009174312,0.009174312,0,1
165,0.232221132,0.218277017,0.013944115,0.99632219,0,0.524114424,0.55332608,-0.029211655,0.518545553,0,0.009174312,0.018348624,-0.009174312,0.002584091,-1
166,0.318400043,0.369512861,-0.051112817,0.932280315,0,0.516490401,0.53839179,-0.021901389,0.571328358,0,0.009174312,0,0.009174312,0.499400552,0
167,0.271892605,0.395368587,-0.123475982,0.839456716,0,0.75297619,0.781020652,-0.028044462,0.75240699,0,0.100917431,0.128440367,-0.027522936,0.91119467,0
168,0.212535858,0.358484982,-0.145949124,0.798285315,0,0.672032343,0.698670574,-0.026638231,0.798285315,0,0.036697248,0.064220183,-0.027522936,0.689274667,0
169,0.334464281,0.410462884,-0.075998603,0.895367283,0,0.925925926,0.903669725,0.022256201,0.756685549,0,0.541284404,0.486238532,0.055045872,0.816998969,0
170,0.297963056,0.388315503,-0.090352447,0.797118214,0,0.932296976,0.922251954,0.010045022,0.941045839,0,0.449541284,0.422018349,0.027522936,0.948246798,0
171,0.380723573,0.483302301,-0.102578728,0.570484788,0,0.922846585,0.933815409,-0.010968824,0.920264276,0,0.504587156,0.605504587,-0.100917431,0.482344225,0
172,0.331414436,0.36989413,-0.038479695,0.989002522,0,0.819805471,0.726012997,0.093792474,0,1,0.211009174,0.064220183,0.146788991,0.019241538,1
173,0.285330531,0.273425289,0.011905243,0.998912488,0,0.741050094,0.688833419,0.052216675,0.259503529,0,0.027522936,0.027522936,0,1,0
174,0.278164382,0.309603086,-0.031438705,0.989002522,0,0.637939495,0.662950221,-0.025010726,0.797118214,0,0.009174312,0.027522936,-0.018348624,0.728058212,0
175,0.28150216,0.347740724,-0.066238564,0.934016818,0,0.889058784,0.735219164,0.153839619,0,1,0.256880734,0.073394495,0.183486239,0.006822,1
176,0.298265462,0.280521682,0.01774378,0.989002522,0,0.920988362,0.84666752,0.074320842,0.010061947,1,0.467889908,0.385321101,0.082568807,0.565643216,0
177,0.448808571,0.326890482,0.121918089,0.56420403,0,0.74525303,0.740429955,0.004823074,0.989002522,0,0.064220183,0.128440367,-0.064220183,0.437676506,0
178,0.256722879,0.372652638,-0.115929759,0.797118214,0,0.765190306,0.705084098,0.060106208,0.076245882,0,0.100917431,0.036697248,0.064220183,0.305926619,0
179,0.280618092,0.328482514,-0.047864422,0.932280315,0,0.876376088,0.881112391,-0.004736303,0.989002522,0,0.339449541,0.504587156,-0.165137615,0.089151136,0
180,0.319054586,0.298494829,0.020559757,0.989002522,0,0.846988617,0.860908431,-0.013919814,0.919706667,0,0.266055046,0.330275229,-0.064220183,0.691737748,0
181,0.350556248,0.369354086,-0.018797838,0.991112464,0,0.803976788,0.809747824,-0.005771036,0.989002522,0,0.128440367,0.201834862,-0.073394495,0.482344225,0
182,0.400705296,0.314051607,0.086653689,0.846794286,0,0.888634047,0.789533197,0.09910085,0,1,0.302752294,0.19266055,0.110091743,0.325080412,0
183,0.335975017,0.361124165,-0.025149148,0.989002522,0,0.894435911,0.829471753,0.064964158,0.088361143,0,0.330275229,0.28440367,0.04587156,0.853199052,0
184,0.326221045,0.369646881,-0.043425836,0.987817312,0,0.842955282,0.817353644,0.025601639,0.763444991,0,0.23853211,0.266055046,-0.027522936,0.941045839,0
185,0.346145325,0.324886758,0.021258567,0.989002522,0,0.893113159,0.816436252,0.076676907,0.032028169,1,0.357798165,0.275229358,0.082568807,0.60547335,0
186,0.359408835,0.369532484,-0.010123649,1,0,0.934545144,0.819252432,0.115292712,0,1,0.623853211,0.256880734,0.366972477,0,1
187,0.421597615,0.375808858,0.045788758,0.964047887,0,0.892594716,0.723284064,0.169310652,0,1,0.366972477,0.155963303,0.211009174,0.002584091,1
188,0.253413275,0.362034221,-0.108620946,0.880513953,0,0.748314559,0.752506827,-0.004192268,0.989002522,0,0.091743119,0.128440367,-0.036697248,0.763444991,0
189,0.281529039,0.3753277,-0.093798661,0.846794286,0,0.779292541,0.779115698,0.000176843,1,0,0.119266055,0.165137615,-0.04587156,0.763444991,0
190,0.501253869,0.422047903,0.079205966,0.846794286,0,0.956082229,0.882284234,0.073797995,0.004787368,1,0.660550459,0.449541284,0.211009174,0.016242857,1
191,0.509582792,0.397880018,0.111702774,0.547422454,0,0.953990401,0.913311247,0.040679154,0.151954206,0,0.577981651,0.495412844,0.082568807,0.60676707,0
192,0.503625436,0.441466272,0.062159164,0.880513953,0,0.970686124,0.916942745,0.053743378,0.020672727,1,0.76146789,0.550458716,0.211009174,0,1
193,0.376985092,0.30763978,0.069345311,0.921782143,0,0.880309208,0.812201314,0.068107894,0.097820112,0,0.412844037,0.311926606,0.100917431,0.433373252,0
194,0.278052475,0.32459399,-0.046541515,0.960550472,0,0.84562212,0.845470183,0.000151936,1,0,0.229357798,0.293577982,-0.064220183,0.706980769,0
195,0.422980749,0.374193112,0.048787637,0.90704135,0,0.956071855,0.902246857,0.053824998,0.074446429,0,0.568807339,0.541284404,0.027522936,0.944954478,0
196,0.353378008,0.330538989,0.022839019,0.989002522,0,0.912602407,0.837824287,0.074778119,0.04924586,1,0.412844037,0.28440367,0.128440367,0.216216393,0
197,0.357094517,0.388425944,-0.031331426,0.989002522,0,0.918896534,0.873058542,0.045837992,0.234706024,0,0.504587156,0.394495413,0.110091743,0.354893115,0
198,0.343041738,0.355533688,-0.01249195,1,0,0.942620328,0.799667179,0.142953149,0,1,0.633027523,0.174311927,0.458715596,0,1
199,0.337869799,0.341359655,-0.003489857,1,0,0.925573903,0.833621352,0.091952552,0.010061947,1,0.532110092,0.321100917,0.211009174,0.004787368,1
200,0.340930947,0.303140384,0.037790563,0.989002522,0,0.931872239,0.812329322,0.119542917,0,1,0.467889908,0.28440367,0.183486239,0.039948649,1
201,0.384290542,0.352580784,0.031709757,0.988031355,0,0.922241335,0.795602919,0.126638417,0,1,0.366972477,0.146788991,0.220183486,0.013265,1
202,0.316639876,0.39923005,-0.082590174,0.866787037,0,0.916005291,0.795389572,0.120615719,0,1,0.394495413,0.110091743,0.28440367,0,1
203,0.354290813,0.292305513,0.0619853,0.925622764,0,0.893507851,0.772998805,0.120509046,0,1,0.311926606,0.146788991,0.165137615,0.046947097,1
204,0.283686655,0.32069545,-0.037008795,0.988031355,0,0.696204557,0.720590118,-0.024385561,0.839456716,0,0.027522936,0.064220183,-0.036697248,0.483544382,0
205,0.470188699,0.351451032,0.118737668,0.613870673,0,0.955487598,0.910911485,0.044576113,0.117290526,0,0.52293578,0.504587156,0.018348624,0.989002522,0
206,0.367207496,0.32648713,0.040720366,0.97301727,0,0.94880739,0.903690962,0.045116429,0.19520177,0,0.577981651,0.495412844,0.082568807,0.495744598,0
207,0.337494708,0.374061928,-0.03656722,0.988031355,0,0.933592423,0.854315324,0.079277098,0.016242857,1,0.47706422,0.486238532,-0.009174312,0.989002522,0
208,0.415607546,0.316518277,0.099089269,0.859343887,0,0.910959635,0.820920404,0.09003923,0,1,0.376146789,0.23853211,0.137614679,0.151954206,0
209,0.377404567,0.412142776,-0.034738209,0.97483554,0,0.91879035,0.875562776,0.043227574,0.323395848,0,0.403669725,0.440366972,-0.036697248,0.880513953,0
210,0.297756332,0.338081344,-0.040325012,0.976590104,0,0.935131848,0.88479018,0.050341668,0.22832439,0,0.495412844,0.541284404,-0.04587156,0.846794286,0
211,0.372692764,0.354699863,0.017992901,0.989002522,0,0.877973157,0.837251529,0.040721628,0.482344225,0,0.321100917,0.321100917,0,1,0
212,0.29944126,0.453281927,-0.153840667,0.628662937,0,0.898841526,0.884025654,0.014815872,0.914052587,0,0.431192661,0.376146789,0.055045872,0.799238342,0
213,0.341176668,0.324829175,0.016347493,0.989002522,0,0.878914917,0.850620116,0.028294802,0.740687654,0,0.321100917,0.385321101,-0.064220183,0.750153516,0
214,0.362394337,0.311196206,0.051198131,0.978002755,0,0.886926097,0.869074924,0.017851173,0.859343887,0,0.348623853,0.403669725,-0.055045872,0.846794286,0
215,0.383404394,0.350297981,0.033106413,0.988031355,0,0.904476724,0.874487967,0.029988757,0.616917703,0,0.376146789,0.422018349,-0.04587156,0.846794286,0
216,0.293834349,0.391894871,-0.098060522,0.93234,0,0.697215851,0.705015788,-0.007799937,0.989002522,0,0.073394495,0.091743119,-0.018348624,0.95294041,0
217,0.320225485,0.366870241,-0.046644756,0.971109836,0,0.854444018,0.825631507,0.028812511,0.719699366,0,0.220183486,0.321100917,-0.100917431,0.342256271,0
218,0.352100556,0.402972475,-0.050871919,0.960550472,0,0.926619304,0.869605844,0.057013459,0.154420465,0,0.467889908,0.449541284,0.018348624,0.989002522,0
219,0.311528234,0.303287029,0.008241205,1,0,0.805310207,0.75853388,0.046776327,0.434876737,0,0.128440367,0.137614679,-0.009174312,0.989002522,0
220,0.255509807,0.321906574,-0.066396767,0.95294041,0,0.753413552,0.73913736,0.014276192,0.927633065,0,0.110091743,0.100917431,0.009174312,0.989002522,0
221,0.284238315,0.384145281,-0.099906966,0.880513953,0,0.758341867,0.753005012,0.005336855,0.989002522,0,0.091743119,0.137614679,-0.04587156,0.706980769,0
222,0.339922619,0.259013332,0.080909287,0.923522449,0,0.873175883,0.798707117,0.074468766,0.068083832,0,0.247706422,0.266055046,-0.018348624,0.989002522,0
223,0.288384611,0.381110406,-0.092725795,0.866787037,0,0.902180406,0.876911315,0.025269091,0.712681277,0,0.449541284,0.366972477,0.082568807,0.550826425,0
224,0.362565283,0.344380374,0.018184909,0.989002522,0,0.929638164,0.906727829,0.022910335,0.628662937,0,0.47706422,0.532110092,-0.055045872,0.758291538,0
225,0.316569549,0.280547549,0.036022,0.989002522,0,0.917456051,0.869879672,0.047576378,0.306949823,0,0.403669725,0.449541284,-0.04587156,0.839688595,0
226,0.34757009,0.317314677,0.030255413,0.988031355,0,0.897978253,0.880098993,0.01787926,0.844521711,0,0.458715596,0.412844037,0.04587156,0.873078182,0
227,0.310922914,0.3368459,-0.025922986,0.989002522,0,0.876985644,0.852385219,0.024600425,0.7210475,0,0.293577982,0.348623853,-0.055045872,0.775686667,0
228,0.408270079,0.379794887,0.028475192,0.989002522,0,0.927635491,0.885703364,0.041932127,0.303747292,0,0.504587156,0.440366972,0.064220183,0.750153516,0
229,0.312007396,0.289959859,0.022047537,0.989002522,0,0.880888377,0.833632019,0.047256358,0.303747292,0,0.229357798,0.321100917,-0.091743119,0.36265098,0
230,0.415564152,0.43566134,-0.020097188,0.989002522,0,0.952658303,0.881530326,0.071127977,0.006822,1,0.633027523,0.495412844,0.137614679,0.196750435,0
231,0.3281084,0.35850583,-0.03039743,0.989002522,0,0.743631592,0.736260454,0.007371138,0.989002522,0,0.064220183,0.073394495,-0.009174312,0.989002522,0
232,0.293275899,0.331643841,-0.038367942,0.989002522,0,0.805918245,0.783719491,0.022198754,0.830487731,0,0.165137615,0.19266055,-0.027522936,0.932280315,0
233,0.245621332,0.374178666,-0.128557334,0.77426306,0,0.718296638,0.748555895,-0.030259258,0.706980769,0,0.036697248,0.128440367,-0.091743119,0.09854,0
234,0.362679494,0.302369012,0.060310482,0.932280315,0,0.76698242,0.748439093,0.018543327,0.860134272,0,0.110091743,0.155963303,-0.04587156,0.713033898,0
235,0.243481733,0.380268351,-0.136786618,0.830487731,0,0.774342891,0.782471412,-0.00812852,0.975881336,0,0.082568807,0.137614679,-0.055045872,0.627347073,0
236,0.3687,0.355587149,0.013112851,0.996457198,0,0.8819763,0.827327616,0.054648684,0.151954206,0,0.23853211,0.256880734,-0.018348624,0.989002522,0
237,0.344031861,0.396691496,-0.052659635,0.989002522,0,0.854846245,0.820255163,0.034591082,0.60676707,0,0.321100917,0.28440367,0.036697248,0.913421849,0
238,0.409260803,0.347192347,0.062068457,0.945254074,0,0.835287122,0.802327557,0.032959565,0.641668056,0,0.220183486,0.201834862,0.018348624,0.989002522,0
239,0.284300605,0.372100125,-0.08779952,0.886166909,0,0.812926694,0.81015333,0.002773364,0.998912488,0,0.19266055,0.266055046,-0.073394495,0.433373252,0
240,0.289437896,0.349302828,-0.059864933,0.932280315,0,0.856908175,0.860940434,-0.004032258,0.989002522,0,0.302752294,0.403669725,-0.100917431,0.365017476,0
241,0.251795908,0.356677517,-0.10488161,0.750153516,0,0.816308244,0.799269453,0.017038791,0.880513953,0,0.155963303,0.28440367,-0.128440367,0.121905155,0
242,0.369742794,0.357998287,0.011744507,0.991832401,0,0.920648573,0.910762827,0.009885746,0.944954478,0,0.486238532,0.614678899,-0.128440367,0.325080412,0
243,0.432714325,0.336714131,0.096000195,0.736119588,0,0.96472562,0.928824754,0.035900866,0.258734646,0,0.706422018,0.697247706,0.009174312,0.989002522,0
244,0.399432128,0.416034334,-0.016602206,0.989002522,0,0.925341913,0.902172528,0.023169385,0.691737748,0,0.47706422,0.449541284,0.027522936,0.945254074,0
245,0.341440816,0.326677222,0.014763594,0.989002522,0,0.749607119,0.739933741,0.009673378,0.97130386,0,0.119266055,0.110091743,0.009174312,0.989002522,0
246,0.442287455,0.381671868,0.060615587,0.880513953,0,0.902342423,0.903748507,-0.001406084,1,0,0.449541284,0.394495413,0.055045872,0.788044364,0
247,0.443489047,0.400616341,0.042872706,0.93234,0,0.965914883,0.942235814,0.023679069,0.5318128,0,0.770642202,0.706422018,0.064220183,0.657328125,0
248,0.418747731,0.397971294,0.020776437,0.989002522,0,0.955912334,0.92469419,0.031218145,0.482344225,0,0.752293578,0.614678899,0.137614679,0.136214851,0
249,0.390471479,0.399953527,-0.009482048,0.991112464,0,0.96466191,0.946759259,0.01790265,0.748428513,0,0.816513761,0.688073394,0.128440367,0.131892,0
250,0.46229699,0.348247349,0.114049641,0.7210475,0,0.963111621,0.921774125,0.041337496,0.196750435,0,0.752293578,0.614678899,0.137614679,0.124778462,0
251,0.46223011,0.373168646,0.089061464,0.788044364,0,0.942065919,0.946079681,-0.004013761,0.989002522,0,0.688073394,0.733944954,-0.04587156,0.845585597,0
252,0.389271271,0.383725453,0.005545818,1,0,0.935503738,0.907938328,0.027565409,0.626018824,0,0.587155963,0.541284404,0.04587156,0.866168012,0
253,0.474862031,0.413745028,0.061117002,0.833291275,0,0.976766905,0.938126487,0.038640418,0.105533702,0,0.76146789,0.669724771,0.091743119,0.354893115,0
254,0.520043162,0.43439951,0.085643652,0.750153516,0,0.966700646,0.940090894,0.026609752,0.482344225,0,0.669724771,0.642201835,0.027522936,0.941922264,0
255,0.361438456,0.419184012,-0.057745556,0.982711442,0,0.965851172,0.941062895,0.024788278,0.566226,0,0.798165138,0.633027523,0.165137615,0.023582222,1
256,0.486475406,0.353161255,0.133314151,0.564138107,0,0.957313965,0.913205063,0.044108902,0.184378378,0,0.651376147,0.550458716,0.100917431,0.32215,0
257,0.32870831,0.364876901,-0.036168591,0.978002755,0,0.922294427,0.906319338,0.01597509,0.874509531,0,0.623853211,0.596330275,0.027522936,0.945254074,0
258,0.389135158,0.381043157,0.008092001,1,0,0.952471967,0.915706605,0.036765362,0.303747292,0,0.596330275,0.568807339,0.027522936,0.945254074,0
259,0.494194335,0.428458305,0.065736029,0.920264276,0,0.965277778,0.892509769,0.072768009,0.008662857,1,0.596330275,0.449541284,0.146788991,0.198975,0
260,0.477441796,0.364364425,0.11307737,0.54230733,0,0.951208376,0.864094886,0.08711349,0,1,0.541284404,0.321100917,0.220183486,0.010061947,1
261,0.470612252,0.452636416,0.017975836,0.989002522,0,0.965033554,0.937245158,0.027788396,0.482344225,0,0.733944954,0.577981651,0.155963303,0.032028169,1
262,0.474251033,0.401410893,0.07284014,0.799238342,0,0.970141013,0.94300034,0.027140673,0.426983486,0,0.706422018,0.651376147,0.055045872,0.77426306,0
263,0.397124818,0.448514161,-0.051389344,0.941045839,0,0.952807646,0.940536867,0.012270779,0.880513953,0,0.697247706,0.642201835,0.055045872,0.775686667,0
264,0.37266425,0.349298847,0.023365402,0.989002522,0,0.953448862,0.931957187,0.021491675,0.712681277,0,0.660550459,0.71559633,-0.055045872,0.82662973,0
265,0.415918706,0.45117979,-0.035261084,0.922043228,0,0.939889144,0.932169555,0.007719589,0.95294041,0,0.633027523,0.642201835,-0.009174312,0.989002522,0
266,0.391556633,0.377125763,0.01443087,0.989002522,0,0.945782365,0.94937139,-0.003589025,0.989002522,0,0.669724771,0.633027523,0.036697248,0.919706667,0
267,0.417285372,0.357640786,0.059644586,0.927633065,0,0.96297363,0.939432552,0.023541078,0.647573182,0,0.697247706,0.660550459,0.036697248,0.878777711,0
268,0.259713887,0.252384554,0.007329333,1,0,0.731598822,0.698977623,0.032621199,0.410878505,0,0.073394495,0.036697248,0.036697248,0.706980769,0
269,0.416392529,0.356555978,0.059836551,0.895367283,0,0.887678389,0.849133537,0.038544852,0.344941216,0,0.275229358,0.229357798,0.04587156,0.810014483,0
270,0.389849127,0.325565613,0.064283514,0.853199052,0,0.769336137,0.712941628,0.056394508,0.066152727,0,0.091743119,0.091743119,0,1,0
271,0.416960084,0.409923468,0.007036616,1,0,0.902278712,0.871799795,0.030478917,0.482344225,0,0.366972477,0.348623853,0.018348624,0.989002522,0
272,0.384897445,0.380264627,0.004632818,1,0,0.859295362,0.853611964,0.005683397,0.988872402,0,0.23853211,0.201834862,0.036697248,0.845585597,0
273,0.233818446,0.299621361,-0.065802915,0.935127484,0,0.499458461,0.494935015,0.004523445,0.922958197,0,0,0,0,1,0
274,0.256847568,0.329147174,-0.072299606,0.890622734,0,0.845963475,0.829471753,0.016491722,0.857674016,0,0.201834862,0.293577982,-0.091743119,0.303747292,0
275,0.473684367,0.44443933,0.029245037,0.988031355,0,0.953799269,0.888251784,0.065547486,0.004787368,1,0.568807339,0.357798165,0.211009174,0.002584091,1
276,0.368107484,0.367928848,0.000178636,1,0,0.933137054,0.886425416,0.046711638,0.20514383,0,0.532110092,0.495412844,0.036697248,0.932280315,0
277,0.444259568,0.411006044,0.033253524,0.941922264,0,0.958481991,0.906727829,0.051754162,0.081495954,0,0.660550459,0.559633028,0.100917431,0.377789137,0
278,0.518718602,0.433586369,0.085132233,0.869204288,0,0.958333333,0.927263846,0.031069487,0.342256271,0,0.550458716,0.541284404,0.009174312,0.989002522,0
279,0.216216191,0.316519262,-0.100303071,0.821599315,0,0.833781362,0.805608892,0.02817247,0.735401242,0,0.174311927,0.266055046,-0.091743119,0.367057235,0
280,0.302823408,0.336990418,-0.03416701,0.989002522,0,0.830837174,0.791868417,0.038968757,0.458105233,0,0.146788991,0.220183486,-0.073394495,0.437880357,0
281,0.401112052,0.343542344,0.057569708,0.948246798,0,0.78666368,0.75760582,0.02905786,0.750153516,0,0.110091743,0.110091743,0,1,0
282,0.290513436,0.381277109,-0.090763673,0.906388136,0,0.714136371,0.715683137,-0.001546766,1,0,0.04587156,0.04587156,0,1,0
